"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Median Price","2014 October","New","All","Executions","Household Buyer - Non-Occupier","Euro","99736"
"Median Price","2014 October","Existing","All","Filings","All Buyer Types","Euro","168000"
"Median Price","2014 October","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2014 October","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","196000"
"Median Price","2014 October","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","111000"
"Median Price","2014 October","Existing","All","Executions","All Buyer Types","Euro","172000"
"Median Price","2014 October","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2014 October","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","200000"
"Median Price","2014 October","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2014 November","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","170000"
"Median Price","2014 November","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2014 November","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","198487"
"Median Price","2014 November","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","103075"
"Median Price","2014 November","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","166000"
"Median Price","2014 November","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2014 November","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","188000"
"Median Price","2014 November","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2014 November","New","All","Filings","All Buyer Types","Euro","176266"
"Median Price","2014 November","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","179599"
"Median Price","2014 November","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","219999"
"Median Price","2014 November","New","All","Filings","Household Buyer - Non-Occupier","Euro","125000"
"Median Price","2014 November","New","All","Executions","All Buyer Types","Euro","181600"
"Median Price","2014 November","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","176039"
"Median Price","2014 November","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","221674"
"Median Price","2014 November","New","All","Executions","Household Buyer - Non-Occupier","Euro","79700"
"Median Price","2014 November","Existing","All","Filings","All Buyer Types","Euro","168000"
"Median Price","2014 November","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2014 November","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2014 November","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2014 November","Existing","All","Executions","All Buyer Types","Euro","165000"
"Median Price","2014 November","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2014 November","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","183000"
"Median Price","2014 November","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2014 December","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","165000"
"Median Price","2014 December","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2014 December","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2014 December","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2014 December","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","155000"
"Median Price","2014 December","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","172500"
"Median Price","2014 December","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","186000"
"Median Price","2014 December","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2014 December","New","All","Filings","All Buyer Types","Euro","184000"
"Median Price","2014 December","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171999"
"Median Price","2014 December","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","248920"
"Median Price","2014 December","New","All","Filings","Household Buyer - Non-Occupier","Euro","85000"
"Median Price","2014 December","New","All","Executions","All Buyer Types","Euro","178000"
"Median Price","2014 December","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","189999"
"Median Price","2014 December","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","239950"
"Median Price","2014 December","New","All","Executions","Household Buyer - Non-Occupier","Euro","77604"
"Median Price","2014 December","Existing","All","Filings","All Buyer Types","Euro","162250"
"Median Price","2014 December","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2014 December","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","189000"
"Median Price","2014 December","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2014 December","Existing","All","Executions","All Buyer Types","Euro","150000"
"Median Price","2014 December","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","170000"
"Median Price","2014 December","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","180000"
"Median Price","2014 December","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","102500"
"Median Price","2015 January","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","156000"
"Median Price","2015 January","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","177500"
"Median Price","2015 January","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","188964"
"Median Price","2015 January","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","105000"
"Median Price","2015 January","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","166250"
"Median Price","2015 January","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2015 January","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2015 January","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","119000"
"Median Price","2015 January","New","All","Filings","All Buyer Types","Euro","177514"
"Median Price","2015 January","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","199001"
"Median Price","2015 January","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","215000"
"Median Price","2015 January","New","All","Filings","Household Buyer - Non-Occupier","Euro","80000"
"Median Price","2015 January","New","All","Executions","All Buyer Types","Euro","181600"
"Median Price","2015 January","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","192550"
"Median Price","2015 January","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","211267"
"Median Price","2015 January","New","All","Executions","Household Buyer - Non-Occupier","Euro","111750"
"Median Price","2015 January","Existing","All","Filings","All Buyer Types","Euro","152000"
"Median Price","2015 January","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","170000"
"Median Price","2015 January","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","185000"
"Median Price","2015 January","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","107000"
"Median Price","2015 January","Existing","All","Executions","All Buyer Types","Euro","165000"
"Median Price","2015 January","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","178000"
"Median Price","2015 January","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","192000"
"Median Price","2015 January","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","119600"
"Median Price","2015 February","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","160000"
"Median Price","2015 February","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","175000"
"Median Price","2015 February","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","190000"
"Median Price","2015 February","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","105000"
"Median Price","2015 February","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","160000"
"Median Price","2015 February","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","175000"
"Median Price","2015 February","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","200000"
"Median Price","2015 February","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","97000"
"Median Price","2015 February","New","All","Filings","All Buyer Types","Euro","180000"
"Median Price","2015 February","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","210000"
"Median Price","2015 February","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","249700"
"Median Price","2015 February","New","All","Filings","Household Buyer - Non-Occupier","Euro","95500"
"Median Price","2015 February","New","All","Executions","All Buyer Types","Euro","162000"
"Median Price","2015 February","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","189999"
"Median Price","2015 February","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","201463"
"Median Price","2015 February","New","All","Executions","Household Buyer - Non-Occupier","Euro","102000"
"Median Price","2015 February","Existing","All","Filings","All Buyer Types","Euro","160000"
"Median Price","2015 February","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171000"
"Median Price","2015 February","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","186000"
"Median Price","2015 February","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","105000"
"Median Price","2015 February","Existing","All","Executions","All Buyer Types","Euro","160000"
"Median Price","2015 February","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","172500"
"Median Price","2015 February","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","199750"
"Median Price","2015 February","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","95000"
"Median Price","2015 March","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","166000"
"Median Price","2015 March","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2015 March","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2015 March","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","101000"
"Median Price","2015 March","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","165000"
"Median Price","2015 March","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2015 March","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","186000"
"Median Price","2015 March","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2015 March","New","All","Filings","All Buyer Types","Euro","181600"
"Median Price","2015 March","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","205000"
"Median Price","2015 March","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","233000"
"Median Price","2015 March","New","All","Filings","Household Buyer - Non-Occupier","Euro","101000"
"Median Price","2015 March","New","All","Executions","All Buyer Types","Euro","191248"
"Median Price","2015 March","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","192950"
"Median Price","2015 March","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","245728"
"Median Price","2015 March","New","All","Executions","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2015 March","Existing","All","Filings","All Buyer Types","Euro","165000"
"Median Price","2015 March","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2015 March","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","190000"
"Median Price","2015 March","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","102000"
"Median Price","2015 March","Existing","All","Executions","All Buyer Types","Euro","161000"
"Median Price","2015 March","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","183750"
"Median Price","2015 March","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","181000"
"Median Price","2015 March","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2015 April","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","160125"
"Median Price","2015 April","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2015 April","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","193500"
"Median Price","2015 April","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2015 April","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","163000"
"Median Price","2015 April","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","175000"
"Median Price","2015 April","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","190000"
"Median Price","2015 April","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","103524"
"Median Price","2015 April","New","All","Filings","All Buyer Types","Euro","198625"
"Median Price","2015 April","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","207488"
"Median Price","2015 April","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","255375"
"Median Price","2015 April","New","All","Filings","Household Buyer - Non-Occupier","Euro","109999"
"Median Price","2015 April","New","All","Executions","All Buyer Types","Euro","198625"
"Median Price","2015 April","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","210000"
"Median Price","2015 April","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","250000"
"Median Price","2015 April","New","All","Executions","Household Buyer - Non-Occupier","Euro","87963"
"Median Price","2015 April","Existing","All","Filings","All Buyer Types","Euro","157000"
"Median Price","2015 April","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","175000"
"Median Price","2015 April","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","185000"
"Median Price","2015 April","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2015 April","Existing","All","Executions","All Buyer Types","Euro","160000"
"Median Price","2015 April","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","170000"
"Median Price","2015 April","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","185000"
"Median Price","2015 April","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","103524"
"Median Price","2015 May","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","165000"
"Median Price","2015 May","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","182000"
"Median Price","2015 May","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2015 May","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2015 May","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","173188"
"Median Price","2015 May","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","182500"
"Median Price","2015 May","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","200000"
"Median Price","2015 May","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","105000"
"Median Price","2015 May","New","All","Filings","All Buyer Types","Euro","203799"
"Median Price","2015 May","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","209975"
"Median Price","2015 May","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","258823"
"Median Price","2015 May","New","All","Filings","Household Buyer - Non-Occupier","Euro","96475"
"Median Price","2015 May","New","All","Executions","All Buyer Types","Euro","230000"
"Median Price","2015 May","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","225000"
"Median Price","2015 May","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","279903"
"Median Price","2015 May","New","All","Executions","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2015 May","Existing","All","Filings","All Buyer Types","Euro","160000"
"Median Price","2015 May","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","178000"
"Median Price","2015 May","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","186000"
"Median Price","2015 May","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","100000"
"Median Price","2015 May","Existing","All","Executions","All Buyer Types","Euro","166000"
"Median Price","2015 May","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","176000"
"Median Price","2015 May","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2015 May","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","105000"
"Median Price","2015 June","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","177850"
"Median Price","2015 June","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2015 June","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","199950"
"Median Price","2015 June","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","124000"
"Median Price","2015 June","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","175000"
"Median Price","2015 June","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","187750"
"Median Price","2015 June","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","199000"
"Median Price","2015 June","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","115000"
"Median Price","2015 June","New","All","Filings","All Buyer Types","Euro","224749"
"Median Price","2015 June","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","225000"
"Median Price","2015 June","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","250000"
"Median Price","2015 June","New","All","Filings","Household Buyer - Non-Occupier","Euro","119175"
"Median Price","2015 June","New","All","Executions","All Buyer Types","Euro","227000"
"Median Price","2015 June","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","227000"
"Median Price","2015 June","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","251085"
"Median Price","2015 June","New","All","Executions","Household Buyer - Non-Occupier","Euro","112933"
"Median Price","2015 June","Existing","All","Filings","All Buyer Types","Euro","172000"
"Median Price","2015 June","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2015 June","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2015 June","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","124000"
"Median Price","2015 June","Existing","All","Executions","All Buyer Types","Euro","170000"
"Median Price","2015 June","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","181000"
"Median Price","2015 June","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","193500"
"Median Price","2015 June","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","115000"
"Median Price","2015 July","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","176500"
"Median Price","2015 July","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185503"
"Median Price","2015 July","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","204500"
"Median Price","2015 July","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","113000"
"Median Price","2015 July","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","180000"
"Median Price","2015 July","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2015 July","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","210000"
"Median Price","2015 July","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","123250"
"Median Price","2015 July","New","All","Filings","All Buyer Types","Euro","245898"
"Median Price","2015 July","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","230000"
"Median Price","2015 July","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","269999"
"Median Price","2015 July","New","All","Filings","Household Buyer - Non-Occupier","Euro","149358"
"Median Price","2015 July","New","All","Executions","All Buyer Types","Euro","242879"
"Median Price","2015 July","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","224887"
"Median Price","2015 July","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","276250"
"Median Price","2015 July","New","All","Executions","Household Buyer - Non-Occupier","Euro","140000"
"Median Price","2015 July","Existing","All","Filings","All Buyer Types","Euro","170000"
"Median Price","2015 July","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","178000"
"Median Price","2015 July","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","195000"
"Median Price","2015 July","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","110000"
"Median Price","2015 July","Existing","All","Executions","All Buyer Types","Euro","175500"
"Median Price","2015 July","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","180000"
"Median Price","2015 July","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","200000"
"Median Price","2015 July","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","120000"
"Median Price","2015 August","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","186000"
"Median Price","2015 August","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Median Price","2015 August","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","220000"
"Median Price","2015 August","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","112250"
"Median Price","2015 August","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","188500"
"Median Price","2015 August","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","202000"
"Median Price","2015 August","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","220000"
"Median Price","2015 August","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","117000"
"Median Price","2015 August","New","All","Filings","All Buyer Types","Euro","251500"
"Median Price","2015 August","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","224826"
"Median Price","2015 August","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","285000"
"Median Price","2015 August","New","All","Filings","Household Buyer - Non-Occupier","Euro","113320"
"Median Price","2015 August","New","All","Executions","All Buyer Types","Euro","266703"
"Median Price","2015 August","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","255262"
"Median Price","2015 August","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","285000"
"Median Price","2015 August","New","All","Executions","Household Buyer - Non-Occupier","Euro","118427"
"Median Price","2015 August","Existing","All","Filings","All Buyer Types","Euro","180000"
"Median Price","2015 August","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Median Price","2015 August","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","214500"
"Median Price","2015 August","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","112250"
"Median Price","2015 August","Existing","All","Executions","All Buyer Types","Euro","180000"
"Median Price","2015 August","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Median Price","2015 August","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","215000"
"Median Price","2015 August","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","116500"
"Median Price","2015 September","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","185000"
"Median Price","2015 September","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195000"
"Median Price","2015 September","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","215000"
"Median Price","2015 September","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","118000"
"Median Price","2015 September","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","185000"
"Median Price","2015 September","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195000"
"Median Price","2015 September","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","215000"
"Median Price","2015 September","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","115000"
"Median Price","2015 September","New","All","Filings","All Buyer Types","Euro","251111"
"Median Price","2015 September","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","245001"
"Median Price","2015 September","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","282721"
"Median Price","2015 September","New","All","Filings","Household Buyer - Non-Occupier","Euro","128377"
"Median Price","2015 September","New","All","Executions","All Buyer Types","Euro","249976"
"Median Price","2015 September","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","238350"
"Median Price","2015 September","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","289993"
"Median Price","2015 September","New","All","Executions","Household Buyer - Non-Occupier","Euro","119250"
"Median Price","2015 September","Existing","All","Filings","All Buyer Types","Euro","180000"
"Median Price","2015 September","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","188000"
"Median Price","2015 September","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","205000"
"Median Price","2015 September","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","117500"
"Median Price","2015 September","Existing","All","Executions","All Buyer Types","Euro","180000"
"Median Price","2015 September","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190500"
"Median Price","2015 September","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","208000"
"Median Price","2015 September","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","115000"
"Median Price","2015 October","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","185000"
"Median Price","2015 October","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Median Price","2015 October","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","215000"
"Median Price","2015 October","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","119175"
"Median Price","2015 October","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","185000"
"Median Price","2015 October","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195000"
"Median Price","2015 October","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","215000"
"Median Price","2015 October","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","117500"
"Median Price","2015 October","New","All","Filings","All Buyer Types","Euro","237500"
"Median Price","2015 October","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","236915"
"Median Price","2015 October","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","289000"
"Median Price","2015 October","New","All","Filings","Household Buyer - Non-Occupier","Euro","110000"
"Median Price","2015 October","New","All","Executions","All Buyer Types","Euro","265000"
"Median Price","2015 October","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","253500"
"Median Price","2015 October","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","343621"
"Median Price","2015 October","New","All","Executions","Household Buyer - Non-Occupier","Euro","110000"
"Median Price","2015 October","Existing","All","Filings","All Buyer Types","Euro","180000"
"Median Price","2015 October","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","187000"
"Median Price","2015 October","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","205500"
"Median Price","2015 October","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","120000"
"Median Price","2015 October","Existing","All","Executions","All Buyer Types","Euro","180000"
"Median Price","2015 October","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","189825"
"Median Price","2015 October","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","205000"
"Median Price","2015 October","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","120000"
